"dgrid","Fecha","accidentes","Clas.Final","TemporadaTrafico","Eventos.Especiales","DiaMes","T_Med","T_Max","T_Min","Hum_Rel_Med","Prec_Tot","Vis_Med","Vel_Med_Viento","Vel_Max_S_Viento","Vel_Max_Raf_Viento","Ind_Lluvia","Ind_Nieve","Ind_Tormenta","Ind_Niebla","semaf_count_d","colegios_count_d","paraderos_count_d","parques_count_d","estaciones_count_d","viasprincipales_count_d","viassecudarias_count_d","viviendas_count_d","hogares_count_d","personas_count_d","comercial_count_d","lotes_count_d"
38,"2014-06-05",5,"Habil","Moderado Trafico","No",5,14.9,20,9.9,72,NA,11.6,11.5,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-05",3,"Habil","Normal Trafico","No",5,12.8,20.6,7,69,NA,10.6,11.1,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-05",2,"VisperaDescanso","Normal Trafico","No",5,12.4,18.1,5,72,0.51,11.6,7.8,20.6,0,1,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-05",1,"DomingoFestivo","Moderado Trafico","No",5,13.9,20.1,8,78,8.89,10.5,9.1,25.9,0,0,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-05",2,"Habil","Normal Trafico","No",5,14.9,21,12,79,0.25,10.9,8.7,18.3,0,0,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-05",4,"VisperaDescanso","Moderado Trafico","No",5,13.8,20.7,8.9,75,3.05,10.8,7.4,22.2,0,0,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-06",3,"FestivoEntreSemana","Bajo Trafico","No",6,13.4,21.6,11.7,85,1.02,10.3,9.6,22.2,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-06",2,"Habil","Normal Trafico","No",6,13.6,20.2,7,71,NA,11.7,9.8,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-06",3,"Habil","Normal Trafico","No",6,14.3,19.3,11,81,9.91,7.7,8.1,16.5,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-06",4,"DomingoFestivo","Normal Trafico","No",6,14.7,19.3,9,67,0,10.9,13,27.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-06",2,"Habil","Normal Trafico","No",6,14.3,20.5,8,80,1.02,8.5,8,22.2,0,0,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-06",2,"VisperaDescanso","Moderado Trafico","No",6,14,19.8,10.8,78,0,11.6,9.4,20.6,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-06",4,"VisperaDescanso","Normal Trafico","No",6,13.8,17,9.2,70,0,10.6,15,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-06",2,"Sabado","Normal Trafico","No",6,13.2,18.4,9,73,0,11.6,11.1,25.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-06",5,"Habil","Moderado Trafico","No",6,14.5,20.3,9.6,73,0,11.1,8.7,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-06",3,"Habil","Normal Trafico","No",6,14.3,19,11,82,0,8.5,8,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-06",3,"Sabado","Moderado Trafico","No",6,13.7,19.4,9.5,82,0.51,8.2,7.4,22.2,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-07",3,"Habil","Bajo Trafico","No",7,13.4,18,10,85,1.02,8,7.6,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-07",9,"VisperaDescanso","Normal Trafico","No",7,12.8,20.5,8,78,NA,7.9,8.7,20.6,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-07",3,"VisperaDescanso","Normal Trafico","No",7,12.9,18,8,84,0,7.7,5.7,18,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-07",6,"Habil","Normal Trafico","No",7,15.4,20,12,69,NA,10.1,11.9,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-07",1,"Habil","Normal Trafico","No",7,14.8,19,11.9,81,7.87,10.1,6.7,18,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-07",4,"Sabado","Moderado Trafico","No",7,13.6,17.7,11.7,85,6.1,10.3,10.2,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-07",1,"Habil","Bajo Trafico","No",7,12.6,17.9,9,83,0.25,10.6,10.4,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-07",1,"DomingoFestivo","Normal Trafico","No",7,13.2,18.4,8,72,1.02,11.3,13.1,28.7,40.7,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-07",5,"Habil","Moderado Trafico","No",7,14.5,19.9,11,79,0.25,10.8,9.3,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-07",3,"VisperaDescanso","Normal Trafico","No",7,14.7,21,11,78,0.25,10.3,8.3,16.5,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-08",3,"Habil","Bajo Trafico","No",8,13.2,17.5,11,90,11.94,7.9,8.5,22.2,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-08",3,"Sabado","Normal Trafico","No",8,14.9,20,11.8,67,1.02,10.8,11.9,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-08",2,"Sabado","Normal Trafico","No",8,14.1,20,10.5,81,11.94,9.2,9.1,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-08",4,"Habil","Normal Trafico","No",8,14.9,19,11.7,72,0.25,10.3,10.9,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-08",2,"Habil","Normal Trafico","No",8,14.1,19,12,86,2.03,8.2,8.7,22.2,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-08",2,"DomingoFestivo","Moderado Trafico","No",8,14.1,18,10.6,78,1.02,11.1,10,14.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-08",2,"Habil","Bajo Trafico","No",8,13.7,18,10,74,3.05,12.2,12.6,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-08",4,"VisperaDescanso","Normal Trafico","No",8,13.2,19,9.8,72,NA,11.3,10.6,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-08",5,"Habil","Normal Trafico","No",8,13.3,17.6,8.7,66,0,11.1,18,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-08",4,"Habil","Moderado Trafico","No",8,13.8,18,9,81,0,9.3,8.7,18,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-08",2,"Sabado","Normal Trafico","No",8,13.8,20.6,9.8,83,0.25,10.5,8,22.2,0,0,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-08",1,"FestivoEntreSemana","Moderado Trafico","No",8,13.6,19,9,79,0.25,6.8,8.5,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-09",3,"Habil","Bajo Trafico","No",9,12.9,18.4,8.5,84,39.12,10.9,8.7,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-09",2,"DomingoFestivo","Normal Trafico","No",9,12.6,20,5.2,76,0,11.4,7.2,22.2,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-09",1,"DomingoFestivo","Normal Trafico","No",9,13.7,19.8,7.5,80,0,11.1,9.4,25.9,0,0,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-09",3,"Habil","Normal Trafico","No",9,14.8,20.2,9,60,0,11.6,10.7,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-09",7,"VisperaDescanso","Normal Trafico","No",9,13.8,18.6,11.4,84,11.94,8.5,8.5,20.6,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-09",1,"Habil","Moderado Trafico","No",9,13.8,20,9.8,74,2.03,11.3,10.6,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-09",6,"Habil","Bajo Trafico","No",9,13.2,17.6,9,76,0,10.3,9.3,20.6,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-09",8,"Sabado","Normal Trafico","No",9,12.8,17,10,81,NA,9.5,12,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-09",5,"Habil","Normal Trafico","No",9,12.6,20,5.6,65,0,12.2,10.9,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-09",2,"Habil","Moderado Trafico","No",9,12.9,17.8,11,86,11.94,8.7,6.5,18.3,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-09",1,"DomingoFestivo","Normal Trafico","No",9,14.5,19,11,81,4.06,9.7,8,22.2,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-09",12,"Habil","Moderado Trafico","No",9,13.4,18.8,10.7,84,0.51,9.8,7.6,13,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-10",3,"VisperaDescanso","Bajo Trafico","No",10,12.8,20.1,6,72,0,11.1,8.7,20.6,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-10",3,"Habil","Normal Trafico","No",10,13.9,21,8,70,14.99,11.6,11.3,25.9,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-10",6,"Habil","Normal Trafico","No",10,13.6,19,7,77,0,10.3,10.4,28.7,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-10",4,"Habil","Normal Trafico","No",10,14.2,20.2,9,65,0,12.4,13.5,24.1,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-10",2,"Sabado","Normal Trafico","No",10,14.4,18.4,11.9,82,1.02,9.7,9.4,28.7,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-10",6,"Habil","Moderado Trafico","No",10,14.3,19.5,11,72,0,12.2,14.6,29.4,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-10",2,"Habil","Bajo Trafico","No",10,13.3,19,9,75,2.03,11.6,12,25.9,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-10",2,"Habil","Normal Trafico","No",10,13,19.5,5,68,0,12.1,8.7,14.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-10",1,"VisperaDescanso","Moderado Trafico","No",10,13.2,17.1,10,80,0,9.7,6.1,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-10",3,"Habil","Normal Trafico","No",10,13.4,20,9,84,1.02,9.2,7.6,29.4,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-10",2,"Habil","Moderado Trafico","No",10,13.3,18,10,85,13.97,7.7,8.1,18.3,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-11",4,"Sabado","Bajo Trafico","No",11,14.2,21,9.6,70,0,9.5,9.8,32.4,0,0,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-11",5,"Habil","Normal Trafico","No",11,15.3,21,10.7,63,0,11.1,10.9,20.6,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-11",5,"Habil","Normal Trafico","No",11,13.6,19.4,9,83,0,6.4,9.4,25.9,0,0,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-11",4,"VisperaDescanso","Normal Trafico","No",11,13.9,19.5,8.9,68,0,12.2,14.3,25.9,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-11",2,"DomingoFestivo","Normal Trafico","Día de la madre",11,14,18.2,11,87,0,9,9.6,27.8,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-11",3,"Habil","Moderado Trafico","No",11,14.1,20,8,71,0,11.3,12.2,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-11",5,"VisperaDescanso","Bajo Trafico","No",11,14.1,19,9,72,0,11.9,14.4,29.4,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-11",6,"Habil","Normal Trafico","No",11,14.3,19,9,68,0,10,14.4,27.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-11",2,"Habil","Normal Trafico","No",11,13.9,19.3,9.3,76,0,11.1,9.3,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-11",2,"Sabado","Moderado Trafico","No",11,13.8,18.2,11.8,82,3.05,9.8,7,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-11",4,"Habil","Normal Trafico","No",11,14.3,20,11,80,37.08,9.8,8.7,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-11",5,"Habil","Moderado Trafico","No",11,12.9,17.8,11,86,1.02,7.7,5.6,11.1,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-12",6,"Habil","Normal Trafico","No",12,13.6,21,6.8,71,NA,11.6,9.3,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-12",6,"Habil","Normal Trafico","No",12,14.9,20,11.8,81,NA,7.7,9.3,29.4,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-12",5,"Sabado","Moderado Trafico","No",12,13.8,19,9.6,68,0,12.1,13.5,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-12",5,"Habil","Normal Trafico","No",12,14.3,20,11,84,32,7.7,6.5,25.9,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-12",5,"Habil","Moderado Trafico","No",12,14.3,19.6,9,70,0,12.7,13.1,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-12",7,"Sabado","Bajo Trafico","No",12,12.7,18.8,11,78,0.76,11.6,8,20.6,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-12",1,"Habil","Normal Trafico","No",12,13.6,24,9,72,NA,10.5,13,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-12",4,"VisperaDescanso","Normal Trafico","No",12,14.4,18.9,9.6,66,0.51,12.7,13.7,27.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-12",1,"DomingoFestivo","Moderado Trafico","No",12,13.9,20,10.5,75,0,10.9,8.9,27.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-12",2,"Habil","Normal Trafico","No",12,14.3,19.5,11,77,0,12.1,10,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-12",2,"VisperaDescanso","Moderado Trafico","No",12,14.2,18,10.5,74,3.05,12.1,10.2,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-13",10,"Habil","Moderado Trafico","No",13,13.2,19.6,6.8,76,0,9.3,10,25.9,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-13",7,"Habil","Normal Trafico","No",13,12.5,20.6,7.9,81,2.03,10.3,9.1,20.6,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-13",6,"Habil","Normal Trafico","No",13,14.1,20,10,83,19.05,6.6,9.6,24.1,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-13",7,"VisperaDescanso","Moderado Trafico","No",13,14.3,20,9,72,0,12.2,11.9,27.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-13",2,"DomingoFestivo","Bajo Trafico","No",13,11.9,14,10,82,0,10,8.9,11.1,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-13",4,"Habil","Normal Trafico","No",13,14.1,19,10,66,0,11.1,13.9,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-13",3,"Sabado","Normal Trafico","No",13,14.3,18.3,10.4,71,2.03,11.6,12.4,28.7,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-13",1,"FestivoEntreSemana","Moderado Trafico","No",13,14.5,20.4,10.6,73,6.1,10.6,9.8,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-13",6,"Habil","Normal Trafico","No",13,14.2,19,11,78,0,10.9,11.3,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-13",4,"Sabado","Moderado Trafico","No",13,13.4,18.2,8,82,0.51,8.4,10.4,50.4,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-14",3,"Habil","Moderado Trafico","No",14,13.3,19.4,7,71,0,11.4,8.9,18.3,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-14",4,"VisperaDescanso","Normal Trafico","No",14,13.3,20,6.8,76,6.1,10.1,12.2,24.1,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-14",8,"VisperaDescanso","Normal Trafico","No",14,13.9,19.3,9,82,13.97,7.2,8.7,29.4,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-14",4,"Habil","Moderado Trafico","No",14,13.8,22,7,70,0,10.5,10.2,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-14",1,"Habil","Normal Trafico","No",14,15.7,20,11.7,67,0,11.6,10.9,18.3,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-14",4,"Sabado","Moderado Trafico","Partido Colombia",14,14.2,20,9.6,75,3.05,10.9,10.9,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-14",1,"Habil","Bajo Trafico","No",14,12.9,16.2,10,77,6.1,9.3,13,33.5,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-14",7,"Habil","Normal Trafico","No",14,13.8,19.4,9.7,64,0,11.3,14.8,31.7,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-14",3,"DomingoFestivo","Normal Trafico","No",14,14.3,19,10.5,67,3.05,11.1,11.9,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-14",3,"Habil","Normal Trafico","No",14,14.7,20,9,66,0,12.4,14.4,32.4,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-14",5,"VisperaDescanso","Normal Trafico","No",14,13.9,19,9.8,75,0,11.4,11.7,28.7,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-15",1,"Habil","Moderado Trafico","No",15,13.1,20,5.9,70,0,10.1,8.3,18.3,46.5,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-15",2,"Sabado","Normal Trafico","No",15,13.7,21,9,71,0,10,12,27.8,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-15",2,"Sabado","Normal Trafico","No",15,14,18,12,87,0,6,8.5,22.2,0,1,0,1,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-15",5,"Habil","Moderado Trafico","No",15,13.7,21.5,11.6,82,3.05,9.3,6.7,14.8,0,1,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-15",3,"Habil","Normal Trafico","No",15,14.1,20.1,8.5,78,NA,11.4,9.6,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-15",5,"Habil","Bajo Trafico","No",15,12.9,17.3,8.9,80,0.51,10.6,10.9,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-15",4,"VisperaDescanso","Normal Trafico","No",15,14.8,18,12,58,0,12.4,19.4,32.4,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-15",2,"Habil","Normal Trafico","No",15,14.4,19,9,66,0,12.2,11.5,25.9,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-15",5,"Habil","Normal Trafico","No",15,14,19.8,9,69,0,11.7,11.7,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-15",2,"Habil","Moderado Trafico","No",15,12.3,20,7,82,0.25,7.7,9.4,29.4,0,0,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-16",4,"Habil","Moderado Trafico","No",16,13.3,21,7,74,0,10,8.5,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-16",2,"DomingoFestivo","Normal Trafico","No",16,12.9,21,6,79,1.02,9.2,10.9,33.5,0,1,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-16",2,"DomingoFestivo","Normal Trafico","No",16,14.1,19,11,85,1.02,6.8,9.8,29.4,31.7,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-16",3,"VisperaDescanso","Moderado Trafico","No",16,14.2,18.4,10,81,3.05,10.1,7.4,22.2,0,1,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-16",3,"VisperaDescanso","Normal Trafico","No",16,13.4,19.8,8.3,84,11.94,11.7,7.6,18.3,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-16",6,"Habil","Bajo Trafico","No",16,14.3,19,9.5,64,0,11.9,15.4,28.7,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-16",4,"Habil","Bajo Trafico","No",16,13.6,17.3,9.8,72,3.05,11.4,12.8,27.8,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-16",6,"Sabado","Moderado Trafico","No",16,13.9,19,9.4,67,0,12.2,14.4,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-16",2,"Habil","Normal Trafico","No",16,13.1,18.6,6,66,0,12.2,10.7,24.1,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-16",3,"Habil","Normal Trafico","No",16,14.6,20,10.9,73,0.25,11.9,10.4,25.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-16",4,"DomingoFestivo","Moderado Trafico","No",16,12.8,18.5,10,83,0,11.4,9.1,20.6,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-16",2,"Habil","Moderado Trafico","Novenas",16,14.8,19.5,10,77,0.51,10,9.3,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-01-17",3,"VisperaDescanso","Moderado Trafico","No",17,14.3,20.7,9,68,0,10.5,11.5,28.7,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-02-17",3,"Habil","Normal Trafico","No",17,12.9,20.8,7,80,2.03,9,8.9,22.2,0,1,0,1,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-03-17",4,"Habil","Normal Trafico","No",17,14.5,20,10,73,12.95,9,9.8,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-04-17",4,"FestivoEntreSemana","Bajo Trafico","No",17,13.8,19.4,10.9,81,18.03,9.7,9.1,20.6,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-05-17",3,"Sabado","Normal Trafico","No",17,13.8,18,11,84,0.51,10.1,7.4,22.2,0,1,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-06-17",8,"Habil","Bajo Trafico","Día del padre",17,13.6,18.5,10,70,0,11.4,14.4,29.4,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-07-17",4,"Habil","Bajo Trafico","No",17,13.9,19,9.5,68,0,11.4,17,27.8,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-08-17",3,"DomingoFestivo","Moderado Trafico","No",17,14.4,19,9,70,0,11.1,15,46.9,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-09-17",4,"Habil","Normal Trafico","No",17,13.2,20,7,72,0,11.7,9.4,20.6,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-10-17",2,"VisperaDescanso","Normal Trafico","No",17,14.1,19.6,9,73,3.05,10.9,8.9,22.2,0,1,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-11-17",2,"FestivoEntreSemana","Moderado Trafico","No",17,14.4,18.4,11,67,1.02,11.6,12.4,22.2,0,0,0,0,0,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
38,"2014-12-17",2,"Habil","Moderado Trafico","Novenas",17,13.7,20.4,8,78,0,7.4,8.7,18.3,0,0,0,0,1,38,34,125,52,10,10,1467,22613,22038,62336,2563,5698
